gene	mean	median	longest_isoform	merged
ENSG00000186280.7	2626	2737	2951	2951
ENSG00000255653.1	675	675	675	675
ENSG00000235268.2	2339	2339	2339	2339
ENSG00000274486.1	697	697	697	697
ENSG00000256779.2	816	816	975	1547
ENSG00000257012.1	1161	1161	1161	1161
ENSG00000255855.2	1917	1917	1917	1917
ENSG00000277984.1	703	703	703	703
ENSG00000263465.5	4307	4307	4307	4307
ENSG00000149218.5	4651	4651	4651	4651
ENSG00000270689.1	1489	1489	1489	1489
ENSG00000270578.1	568	568	568	568
ENSG00000245552.9	1628	1849	2215	7471
ENSG00000149212.12	4227	1710	9563	10233
ENSG00000282834.1	307	307	307	307
ENSG00000250390.2	570	570	570	570
ENSG00000285842.1	1354	1354	1354	1354
ENSG00000255605.1	506	506	506	506
ENSG00000273600.1	484	484	484	484
ENSG00000077458.13	3239	3239	3932	3932
ENSG00000166037.11	2576	2911	3141	4533
ENSG00000087053.20	4009	4495	4781	5995
ENSG00000222578.1	108	108	108	108
ENSG00000242993.1	406	406	406	406
ENSG00000184384.14	7121	7121	7121	7121
ENSG00000285921.1	904	904	904	904
ENSG00000266192.3	89	89	89	89
ENSG00000149231.16	3976	2936	8042	18926
ENSG00000183340.7	3140	3140	3140	3140
ENSG00000255679.1	426	426	426	426
ENSG00000200411.1	121	121	121	121
ENSG00000256684.1	404	404	404	404
ENSG00000254587.2	1194	1194	1647	2243
ENSG00000255376.1	555	555	555	555
ENSG00000255205.1	438	438	438	438
ENSG00000270753.1	523	523	523	523
ENSG00000255039.1	734	734	734	734
ENSG00000199315.1	119	119	119	119
ENSG00000255502.6	913	897	1109	1813
ENSG00000254555.1	285	285	285	285
ENSG00000255380.1	960	960	960	960
ENSG00000254939.1	1754	1754	1754	1754
ENSG00000254599.1	435	435	435	435
ENSG00000254830.1	380	380	380	380
ENSG00000149972.12	4841	4303	6499	7751
ENSG00000223269.1	315	315	315	315
ENSG00000255547.1	770	770	770	770
ENSG00000242165.3	299	299	299	299
ENSG00000255059.1	504	504	504	504
ENSG00000248027.1	1865	1865	1865	1865
ENSG00000165895.19	5900	7689	8156	8156
ENSG00000200047.1	317	317	317	317
ENSG00000082175.16	5118	2767	13037	13037
ENSG00000282728.1	1545	1545	1545	1545
ENSG00000255504.2	546	546	546	546
ENSG00000137672.13	3104	2639	4691	4691
ENSG00000263885.1	86	86	86	86
ENSG00000254506.1	1643	1643	2371	2371
ENSG00000254534.1	1663	1663	1663	1663
ENSG00000187151.7	2368	2368	2368	2368
ENSG00000110318.15	7048	7048	7048	7048
ENSG00000137691.13	1186	845	2193	2413
ENSG00000274097.1	107	107	107	107
ENSG00000260008.1	1957	1957	1957	1957
ENSG00000277459.1	631	631	631	631
ENSG00000137693.14	3539	3838	5401	5645
ENSG00000254422.1	628	628	628	628
ENSG00000243777.1	747	747	747	747
ENSG00000270868.1	160	160	160	160
ENSG00000271600.1	241	241	241	241
ENSG00000212466.1	108	108	108	108
ENSG00000288528.1	621	621	621	621
ENSG00000023445.16	5122	4846	6877	7164
ENSG00000288833.2	998	998	998	998
ENSG00000110330.10	3093	3190	4066	4233
ENSG00000152558.15	2456	3304	3321	3551
ENSG00000255337.1	692	692	692	692
ENSG00000255482.1	494	494	494	494
ENSG00000137673.9	1119	1119	1119	1119
ENSG00000137674.4	1959	1959	1959	1959
ENSG00000256916.1	743	743	743	1400
ENSG00000281655.3	1106	1106	1106	1106
ENSG00000137675.5	1876	1876	1876	1876
ENSG00000118113.12	3055	3055	3055	3055
ENSG00000255282.6	1196	546	2642	2966
ENSG00000225678.3	1000	1000	1000	1000
ENSG00000290773.1	157	157	157	157
ENSG00000256254.1	1127	1127	1127	1127
ENSG00000166670.10	1759	1759	1759	1759
ENSG00000196611.6	1971	1971	1971	1971
ENSG00000256035.1	969	969	969	969
ENSG00000149968.12	1822	1822	1822	1822
ENSG00000262406.3	1822	1822	1822	1822
ENSG00000255469.1	355	355	355	355
ENSG00000238562.1	62	62	62	62
ENSG00000137745.13	2092	2092	2714	2832
ENSG00000276521.1	372	372	372	372
ENSG00000239861.1	476	476	476	476
ENSG00000137692.12	6852	6852	12675	12704
ENSG00000260966.1	5113	5113	5113	5113
ENSG00000187240.17	8724	9105	13704	14339
ENSG00000285878.1	778	778	778	778
ENSG00000254895.2	574	574	574	574
ENSG00000254931.2	835	835	835	835
ENSG00000255417.1	656	656	656	656
ENSG00000255350.1	1526	1526	1526	1526
ENSG00000254565.1	1029	1029	1029	1029
ENSG00000253245.2	936	936	936	936
ENSG00000254824.1	78	78	78	78
ENSG00000254987.1	562	562	562	562
ENSG00000264200.1	75	75	75	75
ENSG00000170962.13	3945	3945	4052	4070
ENSG00000255548.1	547	547	547	547
ENSG00000170967.5	2557	2557	2557	2557
ENSG00000280773.2	61	61	61	61
ENSG00000256422.8	3396	2728	7709	11380
ENSG00000270449.1	199	199	199	199
ENSG00000254569.1	154	154	154	154
ENSG00000204403.11	1046	1040	1451	1691
ENSG00000291173.1	1102	748	3530	4192
ENSG00000235505.10	876	876	876	876
ENSG00000196954.14	1318	1318	1340	1398
ENSG00000284715.1	338	338	338	338
ENSG00000137757.11	1236	1290	1488	1488
ENSG00000137752.25	1550	1477	2505	3125
ENSG00000204397.10	609	609	686	769
ENSG00000288255.1	100	100	100	100
ENSG00000254750.1	1258	1258	1258	1258
ENSG00000290797.1	466	466	466	466
ENSG00000255221.5	1198	1198	1198	1198
ENSG00000255430.1	212	212	212	212
ENSG00000255501.3	856	664	1675	2020
ENSG00000289383.1	812	812	812	812
ENSG00000254767.1	507	507	507	507
ENSG00000255336.1	181	181	181	181
ENSG00000278640.1	287	287	287	287
ENSG00000152578.15	4467	5059	6144	9715
ENSG00000255403.1	1639	1639	1639	1639
ENSG00000222663.1	137	137	137	137
ENSG00000252081.1	106	106	106	106
ENSG00000285813.1	3770	3770	3770	3770
ENSG00000170903.12	4103	4103	4103	4103
ENSG00000182359.15	2965	3573	3840	4581
ENSG00000149313.11	2767	2767	2767	2767
ENSG00000254433.1	759	759	826	1247
ENSG00000287846.1	959	959	959	959
ENSG00000254580.1	409	409	409	409
ENSG00000286345.1	699	699	699	699
ENSG00000290498.1	1756	1756	1759	3268
ENSG00000254811.6	267	267	267	267
ENSG00000255065.1	1469	1469	1469	1469
ENSG00000287802.1	748	748	748	748
ENSG00000289232.1	376	376	376	376
ENSG00000152402.11	7243	3047	16150	16306
ENSG00000274584.1	309	309	309	309
ENSG00000213252.3	1499	1499	1499	1499
ENSG00000255353.1	1245	1245	1245	1245
ENSG00000261098.1	4140	4140	4140	4140
ENSG00000152404.16	3244	3244	3244	3244
ENSG00000225215.1	1186	1186	1186	1186
ENSG00000137760.15	2742	2393	4067	4501
ENSG00000270969.1	1003	1003	1003	1003
ENSG00000110675.13	2252	1990	2935	3127
ENSG00000255483.1	490	490	490	490
ENSG00000254758.1	660	660	660	660
ENSG00000170290.4	688	722	906	906
ENSG00000254702.1	1599	1599	1599	1599
ENSG00000110660.15	2392	2769	3331	3399
ENSG00000240652.1	345	345	345	345
ENSG00000179331.3	1885	1885	1885	1885
ENSG00000288012.2	641	641	641	641
ENSG00000166266.14	6171	6171	6171	6171
ENSG00000200855.1	102	102	102	102
ENSG00000255467.1	964	964	964	964
ENSG00000075239.14	1406	1442	1624	2730
ENSG00000285696.1	746	746	746	746
ENSG00000149308.17	6113	6113	6113	6113
ENSG00000149311.20	3665	983	12954	20464
ENSG00000206967.1	102	102	102	102
ENSG00000166323.13	1555	1269	2711	3560
ENSG00000178202.14	4134	4171	4374	4615
ENSG00000110723.12	8423	8423	10304	10304
ENSG00000178105.12	4454	3439	6707	7664
ENSG00000240698.1	668	668	668	668
ENSG00000254730.1	320	320	320	320
ENSG00000255379.1	318	318	318	318
ENSG00000203334.5	2080	2080	2080	2080
ENSG00000255528.1	333	333	333	333
ENSG00000201243.1	107	107	107	107
ENSG00000200613.1	109	109	109	109
ENSG00000264997.1	71	71	71	71
ENSG00000255028.5	671	671	803	1091
ENSG00000185742.7	5867	5867	5867	5867
ENSG00000254890.1	457	457	457	457
ENSG00000254482.1	661	661	661	661
ENSG00000254659.3	1038	1038	1038	1038
ENSG00000289465.1	538	538	586	756
ENSG00000137710.17	2841	2587	4392	5548
ENSG00000254798.1	738	738	738	738
ENSG00000287245.1	3696	3696	3696	3696
ENSG00000224776.3	852	852	852	852
ENSG00000270423.1	418	418	418	418
ENSG00000255210.1	633	633	633	633
ENSG00000149289.11	7083	8776	9542	9688
ENSG00000290078.1	336	336	336	336
ENSG00000254416.6	1960	1960	1960	1960
ENSG00000137714.3	3144	3144	3144	3144
ENSG00000137727.13	5577	6066	6189	7139
ENSG00000233497.4	951	951	951	951
ENSG00000255149.1	184	184	184	184
ENSG00000287556.1	933	933	933	933
ENSG00000200168.1	111	111	111	111
ENSG00000271390.1	499	499	499	499
ENSG00000271584.2	1104	1104	1104	1104
ENSG00000287028.1	828	828	828	828
ENSG00000239354.1	349	349	349	349
ENSG00000270202.1	691	691	691	691
ENSG00000150750.9	1196	1196	1343	1344
ENSG00000196167.10	8098	8098	8098	8098
ENSG00000214290.9	1236	1264	1414	2068
ENSG00000288097.1	2186	2186	2186	2186
ENSG00000264032.1	68	68	68	68
ENSG00000110777.12	2875	2875	2875	2875
ENSG00000253099.1	128	128	128	128
ENSG00000255428.1	2587	2587	2587	2587
ENSG00000255093.2	2980	2980	4870	5211
ENSG00000137707.14	1194	1183	1394	2331
ENSG00000286028.1	1144	1144	1144	1144
ENSG00000207811.3	84	84	84	84
ENSG00000207562.3	77	77	77	77
ENSG00000254980.1	1155	1155	1155	1155
ENSG00000183644.14	1542	795	3099	3119
ENSG00000204381.12	2085	1836	2590	2776
ENSG00000170145.5	9622	9622	9622	9622
ENSG00000235286.1	1449	1449	1449	1449
ENSG00000223324.1	314	314	314	314
ENSG00000137713.16	2600	1953	5553	5825
ENSG00000254990.7	695	702	783	1268
ENSG00000086848.15	3115	2186	6158	6685
ENSG00000258529.5	2939	2939	2939	2939
ENSG00000254450.1	684	684	684	684
ENSG00000254949.1	207	207	207	207
ENSG00000255561.7	2774	2774	2774	2774
ENSG00000137720.8	1284	1018	2568	3514
ENSG00000176343.5	276	276	276	276
ENSG00000109846.9	992	901	2271	3306
ENSG00000170276.6	843	843	843	843
ENSG00000254445.1	892	892	892	892
ENSG00000149300.10	1104	1104	1104	1104
ENSG00000150764.14	4198	4825	5826	7661
ENSG00000238965.1	109	109	109	109
ENSG00000255286.2	353	353	353	353
ENSG00000255334.1	322	322	322	322
ENSG00000150768.17	3429	3731	3878	4099
ENSG00000230911.1	510	510	510	510
ENSG00000238444.1	100	100	100	100
ENSG00000271025.1	237	237	237	237
ENSG00000150773.12	1410	1103	1932	3100
ENSG00000150776.18	3360	3689	3739	3940
ENSG00000150779.12	792	792	805	822
ENSG00000204370.13	953	883	1339	2195
ENSG00000255292.9	571	571	571	571
ENSG00000150782.12	1000	1090	1115	1143
ENSG00000254638.1	594	594	594	594
ENSG00000150783.10	965	965	1144	1152
ENSG00000197580.13	2248	2238	2902	4372
ENSG00000214264.4	1166	1166	1166	1166
ENSG00000255231.1	298	298	298	298
ENSG00000243930.1	395	395	395	395
ENSG00000150787.8	731	696	872	958
ENSG00000243250.1	655	655	655	655
ENSG00000188771.5	1541	1541	1541	1541
ENSG00000268472.2	1132	1132	1132	1132
ENSG00000213234.4	1082	1082	1082	1082
ENSG00000250303.6	1951	2176	3156	5971
ENSG00000206772.1	107	107	107	107
ENSG00000254968.8	888	949	1134	2759
ENSG00000213233.5	453	453	453	453
ENSG00000255484.2	2067	2067	2067	2067
ENSG00000212397.1	99	99	99	99
ENSG00000285769.4	1648	1117	4340	6031
ENSG00000287006.1	620	620	620	620
ENSG00000254626.1	832	832	832	832
ENSG00000288070.1	945	945	945	945
ENSG00000247416.5	1969	1969	1969	1969
ENSG00000149294.17	4213	4698	6045	9119
ENSG00000238998.1	68	68	68	68
ENSG00000227487.4	4237	4237	4237	4237
ENSG00000255129.7	949	949	949	949
ENSG00000149292.17	2386	2382	2541	3397
ENSG00000270179.1	640	640	640	640
ENSG00000170209.5	2553	2553	2553	2553
ENSG00000256757.1	524	524	524	524
ENSG00000149295.14	2334	2467	2808	3108
ENSG00000265140.1	66	66	66	66
ENSG00000166682.13	1874	1956	2340	2340
ENSG00000256091.1	679	679	679	679
ENSG00000086827.9	2873	2873	2873	2873
ENSG00000243353.1	171	171	171	171
ENSG00000257070.1	335	335	335	335
ENSG00000256603.1	586	586	586	586
ENSG00000228607.3	690	690	690	690
ENSG00000256167.1	1489	1489	1930	2136
ENSG00000255870.1	786	786	786	786
ENSG00000257101.1	287	287	287	287
ENSG00000048028.12	3670	3498	4856	5109
ENSG00000256452.1	158	158	158	158
ENSG00000255710.2	1030	1030	1030	1030
ENSG00000201687.1	104	104	104	104
ENSG00000149305.8	3049	3049	4406	4709
ENSG00000166736.12	2197	2221	2331	2411
ENSG00000289230.1	1473	1473	1473	1473
ENSG00000109906.15	4505	4165	8494	10674
ENSG00000286463.1	817	817	817	817
ENSG00000256947.1	393	393	393	393
ENSG00000166741.8	1939	1939	2012	2147
ENSG00000256195.3	2320	2320	3837	4251
ENSG00000180425.11	1316	1316	1980	2203
ENSG00000076053.12	3227	3610	6725	7550
ENSG00000255663.1	729	729	729	729
ENSG00000076043.11	782	791	1080	1265
ENSG00000256533.1	1060	1060	1060	1060
ENSG00000255982.1	726	726	726	726
ENSG00000270204.1	508	508	508	508
ENSG00000095110.9	3431	3433	4972	5873
ENSG00000238724.1	104	104	104	104
ENSG00000137634.10	1937	1937	2187	2187
ENSG00000256674.1	1440	1440	1440	1440
ENSG00000204361.10	1868	1868	1868	1868
ENSG00000252870.1	156	156	156	156
ENSG00000182985.18	4933	3886	8675	8785
ENSG00000287897.1	378	378	378	378
ENSG00000256972.1	330	330	330	330
ENSG00000255580.1	818	818	818	818
ENSG00000256315.1	715	715	715	715
ENSG00000256281.1	294	294	294	294
ENSG00000257087.1	516	516	516	516
ENSG00000255903.2	195	195	195	195
ENSG00000255689.2	736	736	736	736
ENSG00000239153.1	104	104	104	104
ENSG00000255599.1	479	479	479	479
ENSG00000260254.1	8400	8400	8400	8400
ENSG00000279771.1	2250	2250	2250	2250
ENSG00000256717.1	574	574	574	574
ENSG00000279818.1	2801	2801	2801	2801
ENSG00000288020.1	792	792	792	792
ENSG00000246100.5	2981	3322	4641	4821
ENSG00000257067.6	1269	1269	1269	1269
ENSG00000244259.1	606	606	606	606
ENSG00000239600.1	387	387	387	387
ENSG00000236437.2	1272	1272	1272	1272
ENSG00000278945.1	100	100	100	100
ENSG00000237937.6	1064	1064	1064	1064
ENSG00000137656.12	1992	1992	2192	2195
ENSG00000226645.1	419	419	419	419
ENSG00000109917.11	6539	6539	6539	6539
ENSG00000110243.12	1685	1881	1929	2019
ENSG00000236267.1	333	333	333	333
ENSG00000285513.1	690	690	690	690
ENSG00000110244.7	1471	1471	1471	1471
ENSG00000110245.12	560	541	604	612
ENSG00000118137.10	957	932	1088	1096
ENSG00000235910.2	956	956	956	956
ENSG00000160584.17	5476	6207	6364	6373
ENSG00000200537.1	96	96	96	96
ENSG00000234268.1	255	255	255	255
ENSG00000224077.1	483	483	483	483
ENSG00000225236.1	681	681	681	681
ENSG00000254851.1	822	822	822	822
ENSG00000254678.1	301	301	301	301
ENSG00000168092.14	2149	1786	4175	6285
ENSG00000149577.16	3396	3910	4396	4998
ENSG00000149591.17	2393	2166	3786	5038
ENSG00000160613.15	3743	3666	4197	4458
ENSG00000280143.1	5326	5326	5326	5326
ENSG00000167257.11	2681	2770	3477	3521
ENSG00000252992.1	154	154	154	154
ENSG00000186318.18	3176	2851	5835	7179
ENSG00000278768.4	961	961	1403	1528
ENSG00000276505.1	324	324	324	324
ENSG00000110274.16	5629	5629	5629	5629
ENSG00000250699.1	488	488	488	488
ENSG00000271412.1	376	376	376	376
ENSG00000177103.15	6548	6598	6899	6900
ENSG00000279586.1	917	917	917	917
ENSG00000270403.1	376	376	376	376
ENSG00000137731.14	584	575	672	1082
ENSG00000254844.4	557	557	557	557
ENSG00000255245.4	652	652	670	782
ENSG00000254528.7	925	925	959	1128
ENSG00000137726.17	1232	1033	2132	2880
ENSG00000137747.16	2758	2592	3397	5225
ENSG00000110324.12	3653	3653	3653	3653
ENSG00000255274.10	3318	3318	3397	3480
ENSG00000272075.2	303	303	303	303
ENSG00000137648.19	3309	2734	5550	5582
ENSG00000177098.9	2526	2526	4487	4552
ENSG00000149575.9	4937	4937	4937	4937
ENSG00000160593.19	1681	1692	1959	2346
ENSG00000255163.1	280	280	280	280
ENSG00000160588.10	2112	1381	3983	3983
ENSG00000149573.9	1996	1996	2622	3188
ENSG00000280032.1	2225	2225	2225	2225
ENSG00000198851.10	1325	1325	1361	1361
ENSG00000254992.1	295	295	295	295
ENSG00000167286.11	533	476	701	701
ENSG00000160654.11	1934	1934	2690	2690
ENSG00000110344.10	4766	6061	6088	6561
ENSG00000254873.1	2074	2074	2074	2074
ENSG00000167283.9	1498	1075	3151	5601
ENSG00000285827.1	3279	3279	4336	6447
ENSG00000269944.1	545	545	545	545
ENSG00000255384.1	2086	2086	2086	2086
ENSG00000118058.24	8002	7373	16600	19343
ENSG00000255435.7	980	448	2069	2508
ENSG00000172425.12	668	668	668	668
ENSG00000149582.16	2118	2311	2630	4124
ENSG00000118096.10	1600	1564	1819	1834
ENSG00000243431.1	891	891	891	891
ENSG00000095139.15	2852	2851	4038	4177
ENSG00000207185.1	106	106	106	106
ENSG00000019144.20	5479	5445	5753	5838
ENSG00000255176.1	1388	1388	1388	1388
ENSG00000284246.1	80	80	80	80
ENSG00000118094.12	2233	2233	2748	2764
ENSG00000255239.2	511	511	511	511
ENSG00000255422.4	1401	1401	1401	1401
ENSG00000207462.1	106	106	106	106
ENSG00000287238.1	1286	1286	1286	1286
ENSG00000110367.14	4738	6128	6152	6338
ENSG00000278376.2	1936	1936	1936	1936
ENSG00000254478.1	190	190	190	190
ENSG00000254621.1	711	711	711	711
ENSG00000201535.2	102	102	102	102
ENSG00000160683.5	4293	4293	4293	4293
ENSG00000245869.2	1646	1646	1646	1646
ENSG00000186174.13	7705	7598	10005	10748
ENSG00000264211.1	80	80	80	80
ENSG00000110375.3	934	934	934	934
ENSG00000239726.3	275	275	275	275
ENSG00000222529.1	98	98	98	98
ENSG00000176302.13	1101	1101	1101	1101
ENSG00000280502.1	297	297	297	297
ENSG00000283691.1	96	96	96	96
ENSG00000255121.2	1359	1359	1359	1359
ENSG00000186166.9	1254	1254	1254	1254
ENSG00000240970.1	435	435	435	435
ENSG00000254428.1	523	523	523	523
ENSG00000254909.1	208	208	208	208
ENSG00000118181.11	483	483	483	483
ENSG00000196655.12	919	821	1425	2023
ENSG00000283704.1	69	69	69	69
ENSG00000137700.19	2274	2229	2606	2772
ENSG00000255114.1	667	667	667	667
ENSG00000149428.21	4318	4371	4598	4978
ENSG00000271751.1	415	415	415	415
ENSG00000272186.1	325	325	325	325
ENSG00000160695.16	3284	3284	3388	3396
ENSG00000256269.11	1567	1473	2173	2721
ENSG00000188486.4	1592	1592	1592	1592
ENSG00000172269.20	2174	1852	3274	3384
ENSG00000289124.1	576	576	576	576
ENSG00000172375.14	4789	4789	4807	4810
ENSG00000172273.13	2325	2325	3185	3247
ENSG00000172350.10	2941	2553	3812	4046
ENSG00000160703.17	3656	3730	4131	4131
ENSG00000172367.16	2335	2231	2996	2996
ENSG00000248712.8	953	953	1173	1175
ENSG00000110395.8	6479	4813	11168	11209
ENSG00000222249.1	116	116	116	116
ENSG00000076706.17	3327	3327	3327	3327
ENSG00000284148.1	63	63	63	63
ENSG00000252119.1	117	117	117	117
ENSG00000173456.5	2783	2783	2783	2783
ENSG00000245385.2	507	507	507	507
ENSG00000223953.6	1199	1199	1353	1480
ENSG00000235718.9	2806	2806	3949	3949
ENSG00000036672.16	2768	2903	3697	4077
ENSG00000245248.10	1735	1214	4476	21120
ENSG00000254590.1	1297	1297	1297	1297
ENSG00000254892.1	265	265	265	265
ENSG00000154096.14	2376	2050	4502	5480
ENSG00000263873.1	632	632	632	632
ENSG00000255377.1	529	529	529	529
ENSG00000289553.1	1682	1682	1682	1682
ENSG00000230716.3	1432	1432	1432	1432
ENSG00000110400.11	2959	1863	5956	6872
ENSG00000199217.1	106	106	106	106
ENSG00000255247.1	559	559	559	559
ENSG00000254854.1	523	523	523	523
ENSG00000254406.1	826	826	826	826
ENSG00000287545.1	784	784	784	784
ENSG00000288047.3	1318	1329	1501	2779
ENSG00000286992.3	1034	1034	1087	2027
ENSG00000254863.2	764	676	1242	1615
ENSG00000255216.2	2800	2800	4242	4497
ENSG00000286731.1	1373	1373	1373	1373
ENSG00000137699.17	1734	1725	2977	5022
ENSG00000176984.6	2081	2081	2081	2081
ENSG00000184232.9	1538	1538	2262	2262
ENSG00000137709.10	2985	2985	3068	3136
ENSG00000259541.5	2128	2128	2128	2128
ENSG00000181264.9	3114	3930	3980	4302
ENSG00000196914.9	8656	8753	10326	10519
ENSG00000274303.1	298	298	298	298
ENSG00000149403.13	4540	4214	5815	6109
ENSG00000255006.1	334	334	334	334
ENSG00000250493.2	6314	6314	6314	6314
ENSG00000254735.1	553	553	553	553
ENSG00000154114.13	3929	5142	5270	5300
ENSG00000285509.1	1432	1432	1432	1432
ENSG00000109927.11	6994	7162	7353	7353
ENSG00000254515.1	385	385	385	385
ENSG00000244400.2	709	709	709	709
ENSG00000109929.10	3657	2258	6854	7081
ENSG00000232460.4	1012	1012	1012	1012
ENSG00000289391.2	306	306	306	306
ENSG00000271022.1	772	772	772	772
ENSG00000246790.2	2908	2908	2908	2908
ENSG00000137642.13	4984	3692	10863	11840
ENSG00000286044.1	2696	2696	3489	5000
ENSG00000286023.1	591	591	591	591
ENSG00000252556.1	97	97	97	97
ENSG00000286497.1	1349	1349	1349	1349
ENSG00000255248.11	2434	2338	4534	17291
ENSG00000207971.1	88	88	88	88
ENSG00000259571.2	876	876	876	876
ENSG00000198975.2	72	72	72	72
ENSG00000207994.1	80	80	80	80
ENSG00000255015.1	507	507	507	507
ENSG00000255219.1	571	571	571	571
ENSG00000252776.1	122	122	122	122
ENSG00000253035.1	126	126	126	126
ENSG00000223265.1	103	103	103	103
ENSG00000254572.2	1043	1043	1043	1043
ENSG00000254935.1	424	424	424	424
ENSG00000154127.10	6865	6865	6865	6865
ENSG00000286341.1	2043	2043	2043	2043
ENSG00000239079.1	104	104	104	104
ENSG00000285909.1	1718	1718	1718	1718
ENSG00000109943.9	2201	2201	2473	2634
ENSG00000109944.11	3934	2782	7057	7857
ENSG00000199709.1	140	140	140	140
ENSG00000254944.1	760	760	760	760
ENSG00000188909.5	944	944	944	944
ENSG00000213184.3	1024	1024	1024	1024
ENSG00000243669.2	358	358	358	358
ENSG00000244641.2	299	299	299	299
ENSG00000233541.4	241	241	241	241
ENSG00000109971.14	2056	2004	2306	2699
ENSG00000200879.1	85	85	85	85
ENSG00000207118.1	87	87	87	87
ENSG00000202252.1	88	88	88	88
ENSG00000288061.3	683	683	731	1324
ENSG00000166250.12	5032	5032	5032	5032
ENSG00000255342.1	454	454	454	454
ENSG00000254710.2	926	926	926	926
ENSG00000200496.1	134	134	134	134
ENSG00000254823.2	673	600	975	1157
ENSG00000254407.1	541	541	541	541
ENSG00000023171.20	4405	3327	8330	11551
ENSG00000265357.1	73	73	73	73
ENSG00000254449.1	1507	1507	1507	1507
ENSG00000166257.10	5284	5545	6061	6563
ENSG00000254467.2	2254	2254	2254	2254
ENSG00000166261.11	3983	4130	4435	4470
ENSG00000290080.1	121	121	121	121
ENSG00000221931.3	939	939	939	939
ENSG00000200197.1	163	163	163	163
ENSG00000196099.5	942	942	942	942
ENSG00000290781.1	2063	2063	2063	2063
ENSG00000254613.3	871	871	871	871
ENSG00000254430.1	700	700	700	700
ENSG00000204300.7	1141	1141	1141	1141
ENSG00000181518.4	2117	2117	2904	3175
ENSG00000171014.3	957	957	957	957
ENSG00000181499.3	972	972	972	972
ENSG00000196248.6	1121	1121	1121	1121
ENSG00000198674.3	999	999	999	999
ENSG00000226461.3	358	358	358	358
ENSG00000254737.3	3462	3462	3623	3623
ENSG00000236981.1	936	936	936	936
ENSG00000234560.5	1077	1077	1109	1115
ENSG00000182634.9	3449	3449	3449	3449
ENSG00000213182.4	915	915	915	915
ENSG00000186268.4	941	941	941	941
ENSG00000290668.1	1479	1479	1479	1479
ENSG00000213181.4	869	869	869	869
ENSG00000110002.16	2850	2691	4300	6084
ENSG00000196403.4	936	936	936	936
ENSG00000197309.5	2719	3561	3566	3648
ENSG00000239426.4	930	930	930	930
ENSG00000255425.6	1299	1299	1344	1344
ENSG00000181214.8	935	935	935	935
ENSG00000276316.1	848	848	848	848
ENSG00000197849.7	5055	5055	5055	5055
ENSG00000255298.5	1361	1361	1566	1680
ENSG00000255116.2	612	612	612	612
ENSG00000196341.3	5865	8285	8286	8507
ENSG00000279116.3	936	936	936	936
ENSG00000254976.1	919	919	919	919
ENSG00000255225.1	880	880	880	880
ENSG00000255030.1	910	910	910	910
ENSG00000290694.1	1178	1178	1178	1178
ENSG00000227737.4	918	918	918	918
ENSG00000229254.1	925	925	925	925
ENSG00000284680.3	1093	1093	1093	1093
ENSG00000284609.2	2170	2170	2170	2170
ENSG00000255048.1	869	869	869	869
ENSG00000285561.1	4976	4976	4976	4976
ENSG00000280090.3	930	930	930	930
ENSG00000197125.3	2473	2473	3914	3971
ENSG00000255510.1	952	952	952	952
ENSG00000290695.1	5216	5216	5216	5216
ENSG00000229386.4	925	925	925	925
ENSG00000254646.1	932	932	932	932
ENSG00000255315.1	286	286	286	286
ENSG00000254937.1	835	835	835	835
ENSG00000170953.4	933	933	933	933
ENSG00000196119.8	2744	1378	5709	5813
ENSG00000255341.1	655	655	655	655
ENSG00000154143.3	1729	1729	1729	1729
ENSG00000154144.13	5144	5144	5144	5144
ENSG00000110013.13	3447	2921	5441	5814
ENSG00000200278.1	134	134	134	134
ENSG00000064199.7	4276	4276	4949	4949
ENSG00000154146.13	1158	1158	1210	1213
ENSG00000255045.1	445	445	445	445
ENSG00000019102.12	1177	1177	1191	1447
ENSG00000149564.12	1829	1829	1829	1829
ENSG00000250073.4	944	944	1493	1582
ENSG00000120458.13	2320	2495	3086	3952
ENSG00000279342.2	3579	3579	3579	3579
ENSG00000254509.1	433	433	433	433
ENSG00000245498.7	3839	3503	4893	7875
ENSG00000254941.1	448	448	448	448
ENSG00000154134.15	3533	4528	4551	4993
ENSG00000254568.1	744	744	744	744
ENSG00000154133.15	3682	3682	4294	4297
ENSG00000254943.1	477	477	477	477
ENSG00000165478.8	3300	3300	3376	3381
ENSG00000221932.7	1428	1428	1428	1428
ENSG00000285825.2	2209	2209	2209	2209
ENSG00000149548.15	3868	3868	3924	3926
ENSG00000134955.12	3323	3323	3951	4008
ENSG00000150433.10	1264	972	3805	4258
ENSG00000289631.1	1086	1086	1086	1086
ENSG00000187686.4	2284	2284	3338	3338
ENSG00000255475.1	593	593	593	593
ENSG00000254880.1	586	586	586	586
ENSG00000165495.16	3642	3642	3642	3642
ENSG00000259290.1	356	356	356	356
ENSG00000254932.2	645	645	645	645
ENSG00000222844.1	106	106	106	106
ENSG00000149557.14	2782	2818	4744	5719
ENSG00000255537.1	3423	3423	3423	3423
ENSG00000149547.15	1705	1671	2191	2222
ENSG00000222297.1	100	100	100	100
ENSG00000134910.14	3309	3287	4501	4653
ENSG00000288907.2	777	777	777	777
ENSG00000149554.14	2538	1845	4128	4870
ENSG00000252255.1	142	142	142	142
ENSG00000134940.14	1138	918	1936	1963
ENSG00000171053.10	999	999	1541	1541
ENSG00000196844.9	1202	1202	1666	1666
ENSG00000236027.3	1320	1320	1320	1320
